"order_id","item_id","product_id","quantity","list_price","discount"
1072,1,83,1,149.99,0.2
1072,2,89,2,209.99,0.07
1072,3,36,2,832.99,0.07
1073,1,81,1,1099.99,0.2
1073,2,13,1,269.99,0.07
1073,3,20,1,599.99,0.2
1074,1,59,1,2599.99,0.1
1074,2,87,1,189.99,0.07
1074,3,89,2,209.99,0.1
1075,1,48,2,1499.99,0.1
1075,2,111,2,470.99,0.05
1076,1,95,1,299.99,0.1
1076,2,102,1,489.99,0.07
1076,3,73,2,749.99,0.07
1077,1,60,2,1559.99,0.05
1078,1,76,2,299.99,0.07
1078,2,60,2,1559.99,0.2
1078,3,15,1,529.99,0.07
1078,4,10,2,1549,0.1
1078,5,72,2,619.99,0.2
1079,1,70,2,659.99,0.07
1080,1,31,1,1632.99,0.2
1080,2,40,1,4999.99,0.1
1080,3,50,1,5999.99,0.05
1080,4,32,2,469.99,0.2
1080,5,86,1,149.99,0.05
1081,1,52,2,875.99,0.1
1082,1,29,2,999.99,0.2
1083,1,65,2,346.99,0.2
1083,2,77,2,799.99,0.1
1083,3,61,1,4999.99,0.07
1083,4,33,1,469.99,0.2
1084,1,30,1,999.99,0.05
1084,2,70,1,659.99,0.05
1084,3,98,2,489.99,0.2
1084,4,65,2,346.99,0.07
1084,5,60,1,1559.99,0.1
1085,1,66,2,250.99,0.2
1085,2,64,1,489.99,0.1
1085,3,74,1,439.99,0.1
1086,1,108,1,449.99,0.07
1086,2,67,1,250.99,0.1
1086,3,81,2,1099.99,0.05
1086,4,10,2,1549,0.07
1086,5,5,1,1320.99,0.2
1087,1,15,1,529.99,0.07
1087,2,102,2,489.99,0.07
1087,3,59,2,2599.99,0.1
1087,4,13,2,269.99,0.07
1087,5,109,2,416.99,0.2
1088,1,64,1,489.99,0.1
1088,2,30,1,999.99,0.1
1088,3,33,1,469.99,0.07
1088,4,36,2,832.99,0.2
1089,1,70,2,659.99,0.07
1089,2,30,2,999.99,0.05
1090,1,74,1,439.99,0.2
1091,1,97,1,349.99,0.05
1091,2,56,1,5499.99,0.1
1091,3,19,1,449,0.1
1092,1,34,1,469.99,0.05
1092,2,30,2,999.99,0.07
1092,3,2,2,749.99,0.1
1092,4,18,1,449,0.2
1093,1,45,2,869.99,0.07
1093,2,17,2,429,0.1
1093,3,90,2,209.99,0.1
1094,1,71,1,416.99,0.1
1094,2,11,1,1680.99,0.1
1094,3,24,1,549.99,0.1
1094,4,107,1,416.99,0.2
1095,1,78,2,647.99,0.05
1095,2,3,2,999.99,0.2
1095,3,15,2,529.99,0.1
1095,4,31,1,1632.99,0.2
1095,5,50,2,5999.99,0.05
1096,1,11,1,1680.99,0.1
1097,1,99,1,299.99,0.05
1097,2,106,2,449.99,0.07
1097,3,98,2,489.99,0.07
1097,4,19,1,449,0.2
1097,5,35,2,832.99,0.05
1098,1,88,1,189.99,0.1
1099,1,64,1,489.99,0.1
1099,2,13,2,269.99,0.05
1099,3,46,1,1409.99,0.07
1099,4,89,2,209.99,0.1
1100,1,12,1,549.99,0.05
1100,2,9,2,2999.99,0.1
1101,1,105,1,533.99,0.07
1101,2,51,1,6499.99,0.05
1102,1,91,1,349.99,0.07
1103,1,106,1,449.99,0.2
1103,2,46,2,1409.99,0.2
1104,1,17,1,429,0.1
1104,2,70,2,659.99,0.1
1104,3,43,1,5299.99,0.07
1104,4,80,1,761.99,0.07
1105,1,60,1,1559.99,0.05
1105,2,56,2,5499.99,0.2
1105,3,35,2,832.99,0.07
1106,1,96,1,349.99,0.1
1107,1,43,1,5299.99,0.2
1107,2,41,2,1469.99,0.2
1108,1,45,2,869.99,0.05
1108,2,100,1,489.99,0.07
1108,3,105,1,533.99,0.07
1109,1,72,2,619.99,0.1
1110,1,56,1,5499.99,0.1
1111,1,95,1,299.99,0.05
1111,2,66,2,250.99,0.1
1111,3,14,1,269.99,0.2
1111,4,24,1,549.99,0.07
1112,1,71,2,416.99,0.05
1112,2,42,1,2299.99,0.07
1112,3,5,2,1320.99,0.1
1112,4,87,2,189.99,0.07
1112,5,9,2,2999.99,0.1
1113,1,106,1,449.99,0.07
1114,1,52,1,875.99,0.2
1115,1,97,2,349.99,0.2
1115,2,50,2,5999.99,0.07
1115,3,91,2,349.99,0.07
1115,4,49,2,3499.99,0.1
1116,1,11,2,1680.99,0.07
1117,1,37,2,379.99,0.1
1117,2,91,1,349.99,0.2
1117,3,51,2,6499.99,0.1
1118,1,55,2,2699.99,0.2
1118,2,50,1,5999.99,0.07
1118,3,29,1,999.99,0.05
1118,4,47,2,5299.99,0.2
1119,1,93,2,209.99,0.1
1119,2,55,2,2699.99,0.05
1119,3,104,1,481.99,0.2
1120,1,92,2,209.99,0.07
1120,2,31,1,1632.99,0.07
1120,3,30,2,999.99,0.05
1120,4,93,1,209.99,0.07
1120,5,94,1,249.99,0.2
1121,1,11,2,1680.99,0.1
1121,2,110,2,470.99,0.05
1122,1,9,2,2999.99,0.07
1122,2,53,1,749.99,0.1
1122,3,49,2,3499.99,0.2
1122,4,41,2,1469.99,0.05
1122,5,72,1,619.99,0.1
1123,1,65,2,346.99,0.07
1123,2,61,2,4999.99,0.1
1124,1,7,2,3999.99,0.1
1124,2,6,1,469.99,0.1
1124,3,109,2,416.99,0.07
1124,4,45,2,869.99,0.05
1124,5,2,2,749.99,0.05
1125,1,16,2,599.99,0.05
1125,2,21,1,269.99,0.1
1125,3,81,2,1099.99,0.07
1125,4,24,1,549.99,0.07
1125,5,32,2,469.99,0.07
1126,1,33,2,469.99,0.1
1126,2,58,1,4999.99,0.2
1126,3,89,2,209.99,0.05
1127,1,23,2,299.99,0.1
1127,2,96,2,349.99,0.07
1127,3,37,1,379.99,0.2
1128,1,44,1,539.99,0.05
1128,2,10,1,1549,0.2
1128,3,65,2,346.99,0.05
1129,1,71,2,416.99,0.2
1129,2,56,1,5499.99,0.2
1129,3,61,2,4999.99,0.05
1130,1,54,2,3199.99,0.2
1131,1,60,2,1559.99,0.07
1131,2,103,2,551.99,0.05
1132,1,43,1,5299.99,0.05
1132,2,10,1,1549,0.1
1132,3,36,2,832.99,0.1
1132,4,16,1,599.99,0.05
1133,1,4,2,2899.99,0.05
1133,2,17,1,429,0.07
1133,3,90,2,209.99,0.2
1133,4,62,1,3499.99,0.2
1134,1,97,1,349.99,0.1
1134,2,36,1,832.99,0.1
1135,1,101,2,339.99,0.05
1135,2,51,1,6499.99,0.1
1136,1,105,1,533.99,0.1
1137,1,28,1,2499.99,0.2
1137,2,58,2,4999.99,0.2
1137,3,84,2,109.99,0.2
1137,4,69,2,416.99,0.07
1138,1,13,2,269.99,0.05
1138,2,105,2,533.99,0.05
1138,3,93,1,209.99,0.1
1139,1,106,2,449.99,0.05
1139,2,44,2,539.99,0.1
1139,3,69,1,416.99,0.05
1139,4,25,2,499.99,0.1
1139,5,7,1,3999.99,0.1
1140,1,39,2,1499.99,0.1
1140,2,71,2,416.99,0.07
1140,3,38,2,549.99,0.1
1140,4,40,2,4999.99,0.07
1141,1,8,1,1799.99,0.1
1142,1,20,2,599.99,0.07
1142,2,30,1,999.99,0.1
1142,3,109,2,416.99,0.05
1142,4,108,2,449.99,0.2
1142,5,100,2,489.99,0.05
1143,1,99,1,299.99,0.2
1143,2,48,1,1499.99,0.2
1143,3,69,2,416.99,0.1
1144,1,88,1,189.99,0.07
1145,1,105,2,533.99,0.07
1146,1,36,1,832.99,0.07
1146,2,64,1,489.99,0.2
1146,3,11,1,1680.99,0.2
1147,1,82,1,659.99,0.2
1147,2,39,2,1499.99,0.05
1148,1,82,1,659.99,0.07
1148,2,22,1,269.99,0.07
1148,3,77,2,799.99,0.05
1148,4,94,2,249.99,0.1
1149,1,98,2,489.99,0.07
1149,2,48,1,1499.99,0.05
1149,3,58,1,4999.99,0.05
1149,4,85,1,329.99,0.2
1149,5,94,1,249.99,0.1
1150,1,29,1,999.99,0.05
1150,2,91,1,349.99,0.05
1150,3,104,2,481.99,0.07
1150,4,21,2,269.99,0.1
1151,1,30,2,999.99,0.05
1152,1,58,1,4999.99,0.07
1152,2,91,2,349.99,0.2
1152,3,24,1,549.99,0.05
1153,1,103,1,551.99,0.1
1153,2,6,2,469.99,0.05
1154,1,17,1,429,0.2
1154,2,60,1,1559.99,0.07
1154,3,67,2,250.99,0.2
1155,1,68,2,449.99,0.05
1155,2,6,2,469.99,0.1
1155,3,35,1,832.99,0.07
1155,4,77,2,799.99,0.05
1156,1,111,2,470.99,0.05
1156,2,86,1,149.99,0.05
1157,1,20,1,599.99,0.1
1157,2,31,2,1632.99,0.1
1157,3,37,2,379.99,0.2
1157,4,41,1,1469.99,0.07
1158,1,95,2,299.99,0.1
1158,2,74,1,439.99,0.07
1159,1,12,2,549.99,0.1
1160,1,41,1,1469.99,0.1
1160,2,9,1,2999.99,0.2
1161,1,71,2,416.99,0.1
1161,2,38,1,549.99,0.07
1161,3,22,1,269.99,0.2
1161,4,29,2,999.99,0.1
1162,1,88,1,189.99,0.2
1162,2,40,2,4999.99,0.2
1162,3,86,1,149.99,0.1
1162,4,41,1,1469.99,0.05
1162,5,12,2,549.99,0.05
1163,1,63,2,3499.99,0.05
1163,2,53,2,749.99,0.1
1164,1,8,1,1799.99,0.2
1164,2,78,1,647.99,0.05
1164,3,103,2,551.99,0.05
1164,4,44,2,539.99,0.05
1165,1,65,2,346.99,0.07
1165,2,68,1,449.99,0.07
1166,1,103,2,551.99,0.07
1167,1,29,2,999.99,0.05
1167,2,81,2,1099.99,0.1
1167,3,68,1,449.99,0.07
1168,1,23,2,299.99,0.1
1168,2,82,1,659.99,0.2
1168,3,51,1,6499.99,0.07
1168,4,107,2,416.99,0.2
1168,5,15,2,529.99,0.05
1169,1,91,2,349.99,0.2
1169,2,51,1,6499.99,0.05
1169,3,58,2,4999.99,0.1
1169,4,81,2,1099.99,0.2
1170,1,15,1,529.99,0.1
1170,2,47,2,5299.99,0.05
1170,3,62,2,3499.99,0.1
1171,1,94,2,249.99,0.2
1171,2,92,2,209.99,0.07
1171,3,10,2,1549,0.07
1172,1,78,2,647.99,0.07
1172,2,104,1,481.99,0.2
1173,1,95,1,299.99,0.2
1173,2,17,1,429,0.07
1173,3,68,1,449.99,0.05
1173,4,103,2,551.99,0.2
1174,1,110,2,470.99,0.2
1174,2,6,1,469.99,0.07
1174,3,106,1,449.99,0.1
1175,1,58,2,4999.99,0.07
1175,2,65,1,346.99,0.2
1175,3,20,1,599.99,0.05
1175,4,3,1,999.99,0.05
1175,5,9,1,2999.99,0.05
1176,1,87,1,189.99,0.1
1177,1,62,2,3499.99,0.07
1177,2,74,1,439.99,0.1
1178,1,46,1,1409.99,0.07
1178,2,77,1,799.99,0.2
1178,3,108,1,449.99,0.05
1178,4,13,2,269.99,0.05
1179,1,93,2,209.99,0.05
1179,2,88,2,189.99,0.05
1179,3,33,2,469.99,0.2
1179,4,50,1,5999.99,0.07
1180,1,66,2,250.99,0.07
1181,1,98,1,489.99,0.1
1182,1,35,1,832.99,0.1
1182,2,49,2,3499.99,0.1
1183,1,63,1,3499.99,0.2
1183,2,80,2,761.99,0.2
1183,3,6,2,469.99,0.05
1184,1,16,2,599.99,0.05
1184,2,71,1,416.99,0.05
1185,1,19,2,449,0.07
1185,2,21,1,269.99,0.07
1185,3,63,2,3499.99,0.1
1185,4,80,1,761.99,0.2
1186,1,48,2,1499.99,0.1
1186,2,49,1,3499.99,0.07
1186,3,106,1,449.99,0.1
1186,4,27,1,999.99,0.2
1187,1,36,2,832.99,0.1
1187,2,79,1,402.99,0.07
1187,3,4,1,2899.99,0.1
1187,4,53,2,749.99,0.1
1188,1,66,2,250.99,0.1
1188,2,91,2,349.99,0.2
1188,3,87,2,189.99,0.1
1189,1,55,1,2699.99,0.07
1189,2,102,2,489.99,0.1
1189,3,40,2,4999.99,0.1
1190,1,71,1,416.99,0.07
1191,1,40,2,4999.99,0.1
1191,2,89,2,209.99,0.1
1191,3,100,1,489.99,0.07
1192,1,24,2,549.99,0.1
1192,2,88,2,189.99,0.07
1192,3,37,2,379.99,0.2
1193,1,83,2,149.99,0.05
1193,2,27,1,999.99,0.05
1194,1,71,1,416.99,0.05
1194,2,7,2,3999.99,0.07
1194,3,105,2,533.99,0.1
1194,4,84,1,109.99,0.05
1195,1,52,1,875.99,0.07
1196,1,53,1,749.99,0.07
1197,1,13,1,269.99,0.07
1197,2,108,2,449.99,0.05
1197,3,9,2,2999.99,0.05
1197,4,106,2,449.99,0.2
1198,1,105,1,533.99,0.05
1199,1,32,1,469.99,0.05
1199,2,94,2,249.99,0.07
1199,3,109,2,416.99,0.1
1200,1,42,2,2299.99,0.2
1201,1,95,1,299.99,0.07
1201,2,13,1,269.99,0.05
1201,3,26,1,599.99,0.2
1201,4,17,2,429,0.05
1201,5,19,2,449,0.2
1202,1,84,2,109.99,0.05
1203,1,6,2,469.99,0.07
1203,2,55,1,2699.99,0.05
1204,1,37,2,379.99,0.07
1205,1,105,2,533.99,0.2
1205,2,46,2,1409.99,0.2
1205,3,71,1,416.99,0.05
1205,4,79,2,402.99,0.07
1205,5,92,1,209.99,0.1
1206,1,73,1,749.99,0.07
1206,2,29,1,999.99,0.2
1207,1,104,1,481.99,0.05
1207,2,103,1,551.99,0.1
1207,3,23,1,299.99,0.07
1208,1,12,1,549.99,0.2
1208,2,65,2,346.99,0.07
1208,3,86,2,149.99,0.2
1208,4,13,2,269.99,0.1
1208,5,87,1,189.99,0.07
1209,1,89,1,209.99,0.07
1209,2,97,1,349.99,0.05
1210,1,26,1,599.99,0.1
1210,2,6,2,469.99,0.07
1210,3,78,2,647.99,0.05
1210,4,84,1,109.99,0.1
1210,5,35,2,832.99,0.05
1211,1,15,2,529.99,0.2
1211,2,59,1,2599.99,0.05
1211,3,92,1,209.99,0.2
1211,4,93,1,209.99,0.1
1211,5,108,2,449.99,0.2
1212,1,74,1,439.99,0.1
1212,2,37,2,379.99,0.07
1212,3,39,2,1499.99,0.05
1212,4,68,2,449.99,0.07
1213,1,64,2,489.99,0.07
1213,2,78,1,647.99,0.07
1213,3,102,2,489.99,0.1
1213,4,15,1,529.99,0.05
1214,1,9,2,2999.99,0.05
1214,2,7,1,3999.99,0.2
1214,3,22,1,269.99,0.05
1214,4,77,2,799.99,0.1
1214,5,67,2,250.99,0.2
1215,1,73,2,749.99,0.1
1215,2,10,2,1549,0.07
1216,1,64,2,489.99,0.1
1216,2,54,1,3199.99,0.05
1216,3,19,1,449,0.2
1216,4,110,2,470.99,0.07
1216,5,43,1,5299.99,0.1
1217,1,73,1,749.99,0.05
1217,2,106,2,449.99,0.05
1218,1,32,1,469.99,0.07
1218,2,102,2,489.99,0.05
1219,1,17,2,429,0.07
1219,2,62,2,3499.99,0.1
1219,3,40,2,4999.99,0.2
1220,1,47,2,5299.99,0.1
1220,2,49,1,3499.99,0.2
1220,3,85,2,329.99,0.2
1221,1,100,1,489.99,0.05
1221,2,81,2,1099.99,0.05
1221,3,42,2,2299.99,0.1
1221,4,38,2,549.99,0.1
1221,5,97,2,349.99,0.07
1222,1,97,1,349.99,0.2
1223,1,103,1,551.99,0.05
1224,1,62,1,3499.99,0.07
1224,2,51,1,6499.99,0.1
1224,3,108,1,449.99,0.05
1224,4,32,1,469.99,0.2
1225,1,81,1,1099.99,0.1
1225,2,59,2,2599.99,0.1
1225,3,6,2,469.99,0.1
1226,1,77,2,799.99,0.05
1226,2,101,1,339.99,0.2
1226,3,11,2,1680.99,0.07
1226,4,51,1,6499.99,0.07
1226,5,42,1,2299.99,0.1
1227,1,90,2,209.99,0.2
1227,2,44,1,539.99,0.07
1227,3,26,1,599.99,0.05
1227,4,8,1,1799.99,0.07
1227,5,42,2,2299.99,0.2
1228,1,92,1,209.99,0.2
1228,2,55,2,2699.99,0.2
1228,3,20,2,599.99,0.05
1229,1,36,2,832.99,0.07
1229,2,61,2,4999.99,0.1
1230,1,32,2,469.99,0.1
1230,2,38,2,549.99,0.07
1231,1,75,2,599.99,0.05
1231,2,70,1,659.99,0.07
1232,1,4,2,2899.99,0.07
1232,2,110,2,470.99,0.05
1232,3,6,2,469.99,0.2
1233,1,87,2,189.99,0.2
1233,2,61,2,4999.99,0.1
1233,3,55,1,2699.99,0.2
1234,1,56,2,5499.99,0.07
1234,2,71,2,416.99,0.07
1235,1,7,1,3999.99,0.1
1236,1,60,1,1559.99,0.07
1236,2,32,2,469.99,0.05
1236,3,91,1,349.99,0.1
1237,1,23,1,299.99,0.1
1237,2,87,2,189.99,0.1
1237,3,95,2,299.99,0.2
1237,4,55,2,2699.99,0.07
1237,5,25,1,499.99,0.07
1238,1,40,1,4999.99,0.1
1238,2,14,1,269.99,0.1
1238,3,99,2,299.99,0.2
1238,4,101,1,339.99,0.1
1239,1,15,2,529.99,0.2
1239,2,91,1,349.99,0.1
1239,3,34,2,469.99,0.1
1239,4,36,1,832.99,0.05
1240,1,107,2,416.99,0.1
1240,2,23,2,299.99,0.05
1240,3,15,2,529.99,0.2
1240,4,77,2,799.99,0.05
1240,5,57,1,1999.99,0.05
1241,1,74,1,439.99,0.05
1241,2,71,2,416.99,0.05
1242,1,94,1,249.99,0.05
1242,2,27,1,999.99,0.07
1242,3,10,1,1549,0.07
1242,4,70,1,659.99,0.2
1243,1,44,1,539.99,0.07
1244,1,45,1,869.99,0.2
1244,2,38,2,549.99,0.07
1244,3,33,1,469.99,0.07
1244,4,37,2,379.99,0.1
1245,1,13,1,269.99,0.1
1246,1,78,2,647.99,0.2
1246,2,46,1,1409.99,0.05
1246,3,45,2,869.99,0.07
1247,1,15,2,529.99,0.1
1247,2,28,2,2499.99,0.1
1247,3,26,1,599.99,0.05
1248,1,94,2,249.99,0.05
1248,2,33,2,469.99,0.1
1248,3,92,1,209.99,0.1
1248,4,12,1,549.99,0.05
1249,1,62,1,3499.99,0.05
1249,2,104,1,481.99,0.05
1249,3,61,1,4999.99,0.2
1250,1,78,2,647.99,0.05
1250,2,66,2,250.99,0.1
1250,3,20,2,599.99,0.05
1250,4,6,2,469.99,0.1
1251,1,40,2,4999.99,0.1
1251,2,56,1,5499.99,0.07
1251,3,7,1,3999.99,0.07
1252,1,79,1,402.99,0.2
1252,2,84,1,109.99,0.2
1252,3,57,2,1999.99,0.05
1253,1,25,2,499.99,0.1
1253,2,21,1,269.99,0.07
1253,3,88,1,189.99,0.2
1254,1,80,1,761.99,0.2
1254,2,91,1,349.99,0.2
1255,1,43,2,5299.99,0.2
1255,2,53,1,749.99,0.05
1255,3,14,2,269.99,0.2
1255,4,26,2,599.99,0.05
1255,5,82,1,659.99,0.05
1256,1,44,2,539.99,0.2
1256,2,100,1,489.99,0.1
1257,1,30,2,999.99,0.05
1257,2,61,1,4999.99,0.05
1257,3,17,2,429,0.1
1257,4,41,1,1469.99,0.05
1257,5,4,1,2899.99,0.1
1258,1,94,2,249.99,0.1
1258,2,99,2,299.99,0.05
1259,1,60,1,1559.99,0.1
1259,2,19,1,449,0.2
1260,1,8,1,1799.99,0.1
1260,2,66,1,250.99,0.1
1261,1,73,1,749.99,0.2
1261,2,88,2,189.99,0.2
1261,3,100,1,489.99,0.05
1261,4,42,1,2299.99,0.1
1262,1,37,1,379.99,0.07
1262,2,52,1,875.99,0.05
1262,3,43,2,5299.99,0.07
1262,4,77,1,799.99,0.07
1263,1,45,1,869.99,0.2
1263,2,62,1,3499.99,0.05
1263,3,19,2,449,0.1
1264,1,101,1,339.99,0.07
1264,2,77,2,799.99,0.07
1264,3,29,2,999.99,0.2
1264,4,52,1,875.99,0.05
1265,1,41,2,1469.99,0.1
1265,2,72,2,619.99,0.07
1266,1,90,1,209.99,0.2
1266,2,48,1,1499.99,0.2
1267,1,45,1,869.99,0.1
1267,2,27,1,999.99,0.07
1267,3,108,1,449.99,0.2
1267,4,95,1,299.99,0.05
1268,1,68,2,449.99,0.07
1268,2,87,2,189.99,0.07
1268,3,59,2,2599.99,0.2
1268,4,100,1,489.99,0.07
1269,1,4,2,2899.99,0.2
1269,2,7,1,3999.99,0.2
1269,3,111,1,470.99,0.1
1270,1,54,1,3199.99,0.2
1271,1,25,2,499.99,0.1
1271,2,50,2,5999.99,0.07
1271,3,87,2,189.99,0.07
1271,4,32,2,469.99,0.07
1272,1,16,2,599.99,0.2
1272,2,71,2,416.99,0.1
1272,3,86,1,149.99,0.07
1273,1,95,2,299.99,0.07
